[2022-06-08 17:01:50,065] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-10 15:25:31,152]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:31,152] Job 07 - Step 26: Verify 'Sub Unit' dropdown is updated successfully
[2022-06-10 15:25:31,208]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:31,208] Job 07 - Step 27: Verify 'Location' dropdown is updated successfully
[2022-06-10 15:25:31,266]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:31,266] Job 07 - Step 28: Verify 'Start Date' datepicker is updated successfully
[2022-06-10 15:25:31,301]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:31,301] Job 07 - Step 29: Verify 'End Date' datepicker is updated successfully
[2022-06-10 15:25:31,331]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:31,340] Salary 08 - Step 01: Open 'Salary' tab at Side bar
[2022-06-10 15:25:32,765] Salary 08 - Step 02: Click to 'Add' button at 'Salary' form
[2022-06-10 15:25:33,650] Salary 08 - Step 03: Select item in 'Pay Grade' dropdown with value is Grade 2
[2022-06-10 15:25:33,958] Salary 08 - Step 04: Enter to 'Salary Component' textbox with value is ABCXYZ
[2022-06-10 15:25:34,035] Salary 08 - Step 05: Select item in 'Pay Frequency' dropdown with value is Monthly on first pay of month.
[2022-06-10 15:25:34,304] Salary 08 - Step 06: Select item in 'Currency' dropdown with value is United States Dollar
[2022-06-10 15:25:34,604] Salary 08 - Step 07: Enter to 'Amount' textbox with value is 45000
[2022-06-10 15:25:34,696] Salary 08 - Step 08: Check to 'Add Direct Deposit Details' checkbox
[2022-06-10 15:25:34,964] Salary 08 - Step 09: Enter to 'Account Number' textbox with value is 0123456789
[2022-06-10 15:25:35,034] Salary 08 - Step 10: Select item in 'Account Type' dropdown with value is Savings
[2022-06-10 15:25:35,293] Salary 08 - Step 11: Enter to 'Routing Number' textbox with value is 987654321
[2022-06-10 15:25:35,335] Salary 08 - Step 12: Enter to 'Amount' textbox with value is 20000000
[2022-06-10 15:25:35,385] Salary 08 - Step 13: Click to 'Save' button at 'Salary' form
[2022-06-10 15:25:37,245] Salary 08 - Step 14: Verify Success Message is displayed
[2022-06-10 15:25:37,245] Salary 08 - Step 15: Verify 'Salary Component' value is updated successfully in data table
[2022-06-10 15:25:37,302]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:37,302] Salary 08 - Step 16: Verify 'Pay Frequency' value is updated successfully in data table
[2022-06-10 15:25:37,362]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:37,362] Salary 08 - Step 17: Verify 'Currency' value is updated successfully in data table
[2022-06-10 15:25:37,440]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:37,440] Salary 08 - Step 18: Verify 'Amount' value is updated successfully in data table
[2022-06-10 15:25:37,575]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:37,575] Salary 08 - Step 18: Click to 'Show Direct Deposit Details' checkbox in data table
[2022-06-10 15:25:37,936] Salary 08 - Step 19: Verify 'Account Number', 'Account Type', 'Routing Number', 'Amount' value is updated successfully in data table
[2022-06-10 15:25:38,006]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:38,014] Tax 09 - Step 01: Open 'Tax Exemptions' tab at Side bar
[2022-06-10 15:25:39,922] Tax 09 - Step 02: Verify all fields at 'Tax' form are disabled
[2022-06-10 15:25:39,966]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:40,000]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:40,030]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:40,050]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:40,074]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:40,096]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:40,118]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:40,119] Tax 09 - Step 03: Click to 'Edit' button at 'Tax' form
[2022-06-10 15:25:40,403] Tax 09 - Step 04: Select item in 'Federal Income Tax - Status' dropdown with values is Married
[2022-06-10 15:25:40,693] Tax 09 - Step 05: Enter to 'Federal Income Tax - Exemptions' textbox with values is 12
[2022-06-10 15:25:40,810] Tax 09 - Step 06: Select item in 'State Income Tax - State' dropdown with values is Ohio
[2022-06-10 15:25:41,080] Tax 09 - Step 07: Select item in 'State Income Tax - Status' dropdown with values is Non Resident Alien
[2022-06-10 15:25:41,359] Tax 09 - Step 08: Enter to 'State Income Tax - Exemptions' textbox with values is 34
[2022-06-10 15:25:41,437] Tax 09 - Step 09: Select item in 'State Income Tax - Unemployment State' dropdown with values is Florida
[2022-06-10 15:25:41,702] Tax 09 - Step 10: Select item in 'State Income Tax - Work State' dropdown with values is Washington
[2022-06-10 15:25:41,997] Tax 09 - Step 11: Click to 'Save' button at 'Tax' form
[2022-06-10 15:25:43,771] Tax 09 - Step 12: Verify Success Message is displayed
[2022-06-10 15:25:43,771] Tax 09 - Step 13: Verify 'Federal Income Tax - Status' value is updated successfully
[2022-06-10 15:25:43,819]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:43,819] Tax 09 - Step 14: Verify 'Federal Income Tax - Exemptions' value is updated successfully
[2022-06-10 15:25:43,847]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:43,847] Tax 09 - Step 15: Verify 'State Income Tax - State' value is updated successfully
[2022-06-10 15:25:43,995]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:43,995] Tax 09 - Step 16: Verify 'State Income Tax - Status' value is updated successfully
[2022-06-10 15:25:44,045]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:44,045] Tax 09 - Step 17: Verify 'State Income Tax - Exemptions' value is updated successfully
[2022-06-10 15:25:44,074]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:44,074] Tax 09 - Step 18: Verify 'State Income Tax - Unemployment State' value is updated successfully
[2022-06-10 15:25:44,166]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:44,166] Tax 09 - Step 19: Verify 'State Income Tax - Work State' value is updated successfully
[2022-06-10 15:25:44,335]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:44,341] Qualifications 10 - Step 01: Open 'Qualifications' tab at Side bar
[2022-06-10 15:25:46,085] Qualifications 10 - Step 02: Click to 'Add' button at 'Work Experience' form
[2022-06-10 15:25:46,415] Qualifications 10 - Step 03: Enter to 'Company' textbox with value is Automation Company
[2022-06-10 15:25:46,489] Qualifications 10 - Step 04: Enter to 'Job Title' textbox with value is QC Engineer
[2022-06-10 15:25:46,535] Qualifications 10 - Step 05: Enter to 'From' datepicker with value is 2018-01-01
[2022-06-10 15:25:46,622] Qualifications 10 - Step 06: Enter to 'To' datepicker with value is 2022-12-31
[2022-06-10 15:25:46,706] Qualifications 10 - Step 07: Click to 'Save' button at 'Work Experience' form
[2022-06-10 15:25:49,183] Qualifications 10 - Step 08: Verify Success Message is displayed
[2022-06-10 15:25:49,183] Qualifications 10 - Step 09: Verify 'Company' value is updated successfully in 'Work Expericence' data table
[2022-06-10 15:25:49,285]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:49,285] Qualifications 10 - Step 10: Verify 'Job Title' value is updated successfully in 'Work Expericence' data table
[2022-06-10 15:25:49,348]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:49,348] Qualifications 10 - Step 11: Verify 'From' value is updated successfully in 'Work Expericence' data table
[2022-06-10 15:25:49,426]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:49,426] Qualifications 10 - Step 12: Verify 'To' value is updated successfully in 'Work Expericence' data table
[2022-06-10 15:25:49,514]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:49,514] Qualifications 10 - Step 13: Click to 'Add' button at 'Education' form
[2022-06-10 15:25:49,784] Qualifications 10 - Step 14: Select item in 'Level' dropdown with value is Master's Degree
[2022-06-10 15:25:50,076] Qualifications 10 - Step 15: Enter to 'Institute' textbox with value is Banking Institute
[2022-06-10 15:25:50,175] Qualifications 10 - Step 16: Enter to 'Major/Specialization' textbox with value is Management Information System
[2022-06-10 15:25:50,250] Qualifications 10 - Step 17: Enter to 'Year' textbox with value is 4
[2022-06-10 15:25:50,285] Qualifications 10 - Step 18: Enter to 'GPA/Score' textbox with value is 9.75
[2022-06-10 15:25:50,332] Qualifications 10 - Step 19: Enter to 'Start Date' datepicker with value is 2014-01-01
[2022-06-10 15:25:50,436] Qualifications 10 - Step 20: Enter to 'End Date' datepicker with value is 2017-12-31
[2022-06-10 15:25:50,523] Qualifications 10 - Step 21: Click to 'Save' button at 'Education' form
[2022-06-10 15:25:53,348] Qualifications 10 - Step 22: Verify Success Message is displayed
[2022-06-10 15:25:53,349] Qualifications 10 - Step 23: Verify 'Level' value is updated successfully in 'Education' data table
[2022-06-10 15:25:53,430]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:53,430] Qualifications 10 - Step 24: Verify 'Year' value is updated successfully in 'Education' data table
[2022-06-10 15:25:53,492]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:53,492] Qualifications 10 - Step 25: Verify 'GPA/Score' value is updated successfully in 'Education' data table
[2022-06-10 15:25:53,566]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:53,566] Qualifications 10 - Step 26: Click to 'Add' button at 'Skills' form
[2022-06-10 15:25:53,819] Qualifications 10 - Step 27: Select item in 'Skill' dropdown with value is Java
[2022-06-10 15:25:54,078] Qualifications 10 - Step 28: Enter to 'Year of Experience' textbox with value is 3
[2022-06-10 15:25:54,137] Qualifications 10 - Step 29: Click to 'Save' button at 'Skills' form
[2022-06-10 15:25:56,925] Qualifications 10 - Step 30: Verify Success Message is displayed
[2022-06-10 15:25:56,925] Qualifications 10 - Step 31: Verify 'Skill' value is updated successfully in 'Skills' data table
[2022-06-10 15:25:56,995]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:56,996] Qualifications 10 - Step 32: Verify 'Years of Experience' value is updated successfully in 'Skills' data table
[2022-06-10 15:25:57,067]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:25:57,067] Qualifications 10 - Step 33: Click to 'Add' button at 'Languages' form
[2022-06-10 15:25:57,331] Qualifications 10 - Step 34: Select item in 'Language' dropdown with value is English
[2022-06-10 15:25:57,607] Qualifications 10 - Step 35: Select item in 'Fluency' dropdown with value is Speaking
[2022-06-10 15:25:57,902] Qualifications 10 - Step 36: Select item in 'Competency' dropdown with value is Good
[2022-06-10 15:25:58,212] Qualifications 10 - Step 37: Click to 'Save' button at 'Languages' form
[2022-06-10 15:26:00,401] Qualifications 10 - Step 38: Verify Success Message is displayed
[2022-06-10 15:26:00,401] Qualifications 10 - Step 39: Verify 'Language' value is updated successfully in 'Languages' data table
[2022-06-10 15:26:00,460]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:26:00,460] Qualifications 10 - Step 40: Verify 'Fluency' value is updated successfully in 'Languages' data table
[2022-06-10 15:26:00,518]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:26:00,518] Qualifications 10 - Step 41: Verify 'Competency' value is updated successfully in 'Languages' data table
[2022-06-10 15:26:00,594]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:26:00,594] Qualifications 10 - Step 42: Click to 'Add' button at 'License' form
[2022-06-10 15:26:00,877] Qualifications 10 - Step 43: Select item in 'License Type' dropdown with value is Cisco Certified Network Professional (CCNP)
[2022-06-10 15:26:01,145] Qualifications 10 - Step 44: Enter to 'License Number' textbox with value is 123456789
[2022-06-10 15:26:01,206] Qualifications 10 - Step 45: Enter to 'Issued Date' datepicker with value is 2021-04-14
[2022-06-10 15:26:01,315] Qualifications 10 - Step 46: Enter to 'Expiry Date' datepicker with value is 2025-12-31
[2022-06-10 15:26:01,396] Qualifications 10 - Step 47: Click to 'Save' button at 'License' form
[2022-06-10 15:26:03,902] Qualifications 10 - Step 48: Verify Success Message is displayed
[2022-06-10 15:26:03,902] Qualifications 10 - Step 49: Verify 'License Type' value is updated successfully in 'License' data table
[2022-06-10 15:26:03,959]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:26:03,959] Qualifications 10 - Step 50: Verify 'Issued Date' value is updated successfully in 'License' data table
[2022-06-10 15:26:04,023]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:26:04,023] Qualifications 10 - Step 51: Verify 'Expiry Date' value is updated successfully in 'License' data table
[2022-06-10 15:26:04,101]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:26:04,108] Report-to 11 - Step 01: Open 'Report-to' tab at Side bar
[2022-06-10 15:26:05,798] Report-to 11 - Step 02: Click to 'Add' button at 'Supervisors' form
[2022-06-10 15:26:06,102] Report-to 11 - Step 03: Enter to 'Name' textbox with value is Peter Mac Bonaparte
[2022-06-10 15:26:06,197] Report-to 11 - Step 04: Select item in 'Reporting Method' dropdown with value is Other
[2022-06-10 15:26:06,478] Report-to 11 - Step 05: Enter to 'Please Specify' textbox with value is Email 586
[2022-06-10 15:26:06,516] Report-to 11 - Step 06: Click to 'Save' button at 'Supervisors' form
[2022-06-10 15:26:06,811] Report-to 11 - Step 07: Verify Success Message is displayed
[2022-06-10 15:26:06,812] Report-to 11 - Step 08: Verify 'Name' value is updated successfully in 'Supervisors' data table
[2022-06-10 15:26:28,367]  -------------------------- FAILED -------------------------- 
[2022-06-10 15:26:28,367] Report-to 11 - Step 09: Verify 'Reporting Method' value is updated successfully in 'Supervisors' data table
[2022-06-10 15:26:28,432]  -------------------------- FAILED -------------------------- 
[2022-06-10 15:26:28,432] Report-to 11 - Step 10: Click to 'Add' button at 'Subordinates' form
[2022-06-10 15:26:29,301] Report-to 11 - Step 11: Enter to 'Name' textbox with value is Linda Jane Chase
[2022-06-10 15:26:29,384] Report-to 11 - Step 12: Select item in 'Reporting Method' dropdown with value is Other
[2022-06-10 15:26:29,650] Report-to 11 - Step 13: Enter to 'Please Specify' textbox with value is Skype1
[2022-06-10 15:26:29,714] Report-to 11 - Step 14: Click to 'Save' button at 'Subordinates' form
[2022-06-10 15:26:30,000] Report-to 11 - Step 15: Verify Success Message is displayed
[2022-06-10 15:26:30,000] Report-to 11 - Step 16: Verify 'Name' value is updated successfully in 'Subordinates' data table
[2022-06-10 15:27:00,477] Verification 12 - Step 01: Open 'Employee List' page
[2022-06-10 15:27:02,814] Verification 12 - Step 02: Enter to 'Employee Name' textbox with value is: John509 Wick
[2022-06-10 15:27:05,904] Verification 12 - Step 03: Click to 'Search' button
[2022-06-10 15:27:14,003] Verification 12 - Step 04: Verify Employee Information displayed at 'Result Table'
[2022-06-10 15:27:14,096]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:27:14,164]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:27:14,239]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:27:14,327]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:27:14,428]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:27:14,546]  -------------------------- FAILED -------------------------- 
[2022-06-10 15:27:14,682]  -------------------------- FAILED -------------------------- 
[2022-06-10 15:27:14,735] Post-Condition: Close Browser 'firefox'
[2022-06-10 15:27:14,735] OS name = windows 10
[2022-06-10 15:27:14,735] Driver instance name = firefoxdriver: firefox on windows (c7dbc858-bf70-4044-aded-6997542907be)
[2022-06-10 15:28:38,560] Pre-Condition - Step 01: Open Browser 'firefox' and navigate to 'https://opensource-demo.orangehrmlive.com/'
[2022-06-10 15:28:45,985] Pre-Condition - Step 02: Login with Admin Role
[2022-06-10 15:28:49,703] Add New 01 - Step 01: Open 'Employee List' page
[2022-06-10 15:28:53,346] Report 11 - Step 02: Get the name of Supervisor
[2022-06-10 15:28:53,552] Report 11 - Step 03: Get the name of Subordinate
[2022-06-10 15:28:53,714] Add New 01 - Step 04: Click to 'Add' button
[2022-06-10 15:28:54,612] Add New 01 - Step 05: Enter to 'First Name' textbox with value is: Automation512
[2022-06-10 15:28:54,696] Add New 01 - Step 06: Enter to 'Last Name' textbox with value is: FC
[2022-06-10 15:28:54,740] Add New 01 - Step 07: Get value of 'Employee ID'
[2022-06-10 15:28:54,780] Add New 01 - Step 08: Click to 'Create Login Details' checkbox
[2022-06-10 15:28:55,041] Add New 01 - Step 09: Enter to 'User Name' textbox with value is: automationfc594
[2022-06-10 15:28:55,130] Add New 01 - Step 10: Enter to 'Password' textbox with value is: 123456789
[2022-06-10 15:28:55,211] Add New 01 - Step 11: Enter to 'Confirm Password' textbox with value is: 123456789
[2022-06-10 15:28:55,269] Add New 01 - Step 12: Select 'Enabled' value in 'Status' dropdown
[2022-06-10 15:28:55,315] Add New 01 - Step 13: Click to 'Save' button
[2022-06-10 15:28:56,635] Add New 01 - Step 14: Open 'Employee List' page
[2022-06-10 15:29:04,008] Add New 01 - Step 15: Enter to 'Employee Name' textbox with value is: Automation512 FC
[2022-06-10 15:29:04,104] Add New 01 - Step 16: Click to 'Search' button
[2022-06-10 15:29:10,970] Add New 01 - Step 17: Verify Employee Information displayed at 'Result Table'
[2022-06-10 15:29:11,055]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:11,119]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:11,205]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:11,273] Upload Avatar 02 - Step 01: Login with Employee Role
[2022-06-10 15:29:16,929] Upload Avatar 02 - Step 02: Click to 'My Info' Menu
[2022-06-10 15:29:19,212] Upload Avatar 02 - Step 03: Click to Change Photo image
[2022-06-10 15:29:21,003] Upload Avatar 02 - Step 04: Upload new avatar
[2022-06-10 15:29:21,036] Upload Avatar 02 - Step 05: Click to Upload button
[2022-06-10 15:29:25,308] Upload Avatar 02 - Step 06: Verify Success Message is displayed
[2022-06-10 15:29:25,309] Upload Avatar 02 - Step 07: Verify new Avatar is displayed
[2022-06-10 15:29:25,359]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:25,368] Personal Details 03 - Step 01: Open 'Personal Details' tab at Side bar
[2022-06-10 15:29:28,335] Personal Details 03 - Step 02: Verify all fields at 'Personal Details' form are disabled
[2022-06-10 15:29:28,383]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:28,417]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:28,443]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:28,468]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:28,491]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:28,519]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:28,542]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:28,571]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:28,596]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:28,596] Personal Details 03 - Step 03: Click To 'Edit' button at 'Personal Details' form
[2022-06-10 15:29:28,873] Personal Details 03 - Step 04: Verify 'Employee ID' textbox is still disabled
[2022-06-10 15:29:28,923]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:28,923] Personal Details 03 - Step 05: Verify 'Driver's License Number' textbox is still disabled
[2022-06-10 15:29:28,958]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:28,958] Personal Details 03 - Step 06: Verify 'SSN Number' textbox is still disabled
[2022-06-10 15:29:28,987]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:28,987] Personal Details 03 - Step 07: Verify 'SIN Number' textbox is still disabled
[2022-06-10 15:29:29,013]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:29,013] Personal Details 03 - Step 08: Verify 'Date of Birth' textbox is still disabled
[2022-06-10 15:29:29,035]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:29,035] Personal Details 03 - Step 09: Enter new value to 'First Name' textbox
[2022-06-10 15:29:29,087] Personal Details 03 - Step 10: Enter new value to 'Last Name' textbox
[2022-06-10 15:29:29,144] Personal Details 03 - Step 11: Select new value to 'Gender' radio button
[2022-06-10 15:29:29,404] Personal Details 03 - Step 12: Select new value to 'Marital Status' dropdown
[2022-06-10 15:29:29,715] Personal Details 03 - Step 13: Select new value to 'Nationality' dropdown
[2022-06-10 15:29:30,010] Personal Details 03 - Step 14: Click to 'Save' button at 'Personal Details' form
[2022-06-10 15:29:32,708] Personal Details 03 - Step 15: Verify Success Message is displayed
[2022-06-10 15:29:32,708] Personal Details 03 - Step 16: Verify 'First Name' textbox is updated successfully
[2022-06-10 15:29:32,750]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:32,750] Personal Details 03 - Step 17: Verify 'Last Name' textbox is updated successfully
[2022-06-10 15:29:32,777]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:32,778] Personal Details 03 - Step 18: Verify 'Gender' radio button is updated successfully
[2022-06-10 15:29:32,799]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:32,799] Personal Details 03 - Step 19: Verify 'Marital Status' dropdown is updated successfully
[2022-06-10 15:29:32,856]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:32,856] Personal Details 03 - Step 20: Verify 'Nationality' dropdown is updated successfully
[2022-06-10 15:29:33,421]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:33,421] Personal Details 03 - Step 21: Verify 'Employee ID' textbox value is correct
[2022-06-10 15:29:33,446]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:33,451] Contact Details 04 - Step 01: Open 'Contact Details' tab at Side bar
[2022-06-10 15:29:35,093] Contact Details 04 - Step 02: Verify all fields at 'Contact Details' form are disabled
[2022-06-10 15:29:35,140]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:35,168]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:35,195]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:35,218]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:35,240]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:35,263]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:35,284]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:35,306]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:35,335]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:35,365]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:35,398]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:35,399] Contact Details 04 - Step 03: Click to 'Edit' button at 'Contact Details' form
[2022-06-10 15:29:35,672] Contact Details 04 - Step 04: Enter to 'Address Street 1' textbox with value is 235 Ly Thuong Kiet
[2022-06-10 15:29:35,730] Contact Details 04 - Step 05: Enter to 'Address Street 2' textbox with value is 56 Hoang Dieu
[2022-06-10 15:29:35,794] Contact Details 04 - Step 06: Enter to 'City' textbox with value is Ho Chi Minh City
[2022-06-10 15:29:35,856] Contact Details 04 - Step 07: Enter to 'State/Province' textbox with value is Thu Duc City
[2022-06-10 15:29:35,918] Contact Details 04 - Step 08: Enter to 'Zip/Postal Code' textbox with value is 550000
[2022-06-10 15:29:35,967] Contact Details 04 - Step 09: Select item in 'State/Province' dropdown with value is Viet Nam
[2022-06-10 15:29:36,246] Contact Details 04 - Step 10: Enter to 'Mobile' textbox with value is 0123456789
[2022-06-10 15:29:36,324] Contact Details 04 - Step 11: Enter to 'Work Email' textbox with value is autofc879@gmail.com
[2022-06-10 15:29:36,371] Contact Details 04 - Step 12: Click to 'Save' button at 'Contact Details' form
[2022-06-10 15:29:38,509] Contact Details 04 - Step 13: Verify Success Message is displayed
[2022-06-10 15:29:38,509] Contact Details 04 - Step 14: Verify 'Address Street 1' texbox is updated successfully
[2022-06-10 15:29:38,544]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:38,544] Contact Details 04 - Step 15: Verify 'Address Street 2' texbox is updated successfully
[2022-06-10 15:29:38,569]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:38,570] Contact Details 04 - Step 16: Verify 'City' texbox is updated successfully
[2022-06-10 15:29:38,595]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:38,595] Contact Details 04 - Step 17: Verify 'State/Province' texbox is updated successfully
[2022-06-10 15:29:38,622]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:38,622] Contact Details 04 - Step 18: Verify 'Zip/Postal Code' texbox is updated successfully
[2022-06-10 15:29:38,654]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:38,654] Contact Details 04 - Step 19: Verify 'Country' dropdown is updated successfully
[2022-06-10 15:29:39,243]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:39,243] Contact Details 04 - Step 20: Verify 'Mobile' textbox is updated successfully
[2022-06-10 15:29:39,267]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:39,267] Contact Details 04 - Step 21: Verify 'Work Email' textbox is updated successfully
[2022-06-10 15:29:39,291]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:39,296] Emergency Contacts 05 - Step 01: Open 'Emergency Contacts' tab at Side bar
[2022-06-10 15:29:40,767] Emergency Contacts 05 - Step 02: Click to 'Add' button at 'Emergency Contacts' form
[2022-06-10 15:29:41,385] Emergency Contacts 05 - Step 03: Enter to 'Name' textbox with value is Johny Dang
[2022-06-10 15:29:41,574] Emergency Contacts 05 - Step 04: Enter to 'Relationship' textbox with value is Brother
[2022-06-10 15:29:41,629] Emergency Contacts 05 - Step 05: Enter to 'Home Telephone' textbox with value is 0987654321
[2022-06-10 15:29:41,684] Emergency Contacts 05 - Step 06: Enter to 'Mobile' textbox with value is 0192837465
[2022-06-10 15:29:41,732] Emergency Contacts 05 - Step 07: Enter to 'Work Telephone' textbox with value is 0987612345
[2022-06-10 15:29:41,777] Emergency Contacts 05 - Step 08: Click to 'Save' button at 'Emergency Contacts' form
[2022-06-10 15:29:43,637] Emergency Contacts 05 - Step 09: Verify Success Message is displayed
[2022-06-10 15:29:43,637] Emergency Contacts 05 - Step 10: Verify 'Name' value is updated successfully in data table
[2022-06-10 15:29:43,695]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:43,695] Emergency Contacts 05 - Step 11: Verify 'Relationship' value is updated successfully in data table
[2022-06-10 15:29:43,763]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:43,763] Emergency Contacts 05 - Step 12: Verify 'Home Telephone' value is updated successfully in data table
[2022-06-10 15:29:43,853]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:43,853] Emergency Contacts 05 - Step 13: Verify 'Mobile' value is updated successfully in data table
[2022-06-10 15:29:43,948]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:43,948] Emergency Contacts 05 - Step 14: Verify 'Work Telephone' value is updated successfully in data table
[2022-06-10 15:29:44,056]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:44,061] Dependents 06 - Step 01: Open 'Dependents' tab at Side bar
[2022-06-10 15:29:45,438] Dependents 06 - Step 02: Click to 'Add' button at 'Dependent' form
[2022-06-10 15:29:45,738] Dependents 06 - Step 03: Enter to 'Name' textbox with value is Wanda Maximoff
[2022-06-10 15:29:45,815] Dependents 06 - Step 04: Select item in 'Relationship' dropdown with value is Child
[2022-06-10 15:29:46,074] Dependents 06 - Step 05: Enter to 'Date of Birth' datepicker with value is 1975-04-30
[2022-06-10 15:29:46,208] Dependents 06 - Step 06: Click to 'Save' button at 'Dependent' form
[2022-06-10 15:29:49,646] Dependents 06 - Step 07: Verify Success Message is displayed
[2022-06-10 15:29:49,646] Dependents 06 - Step 08: Verify 'Name' value is updated successfully in data table
[2022-06-10 15:29:49,727]  -------------------------- PASSED -------------------------- 
[2022-06-10 15:29:49,727] Dependents 06 - Step 09: Verify 'Relationship' value is updated successfully in data table
[2022-06-10 15:29:49,795]  -------------------------- PASSED -------------------------- 
